;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
____ ____ ;(____)_ ;;;;;(____)_ ;;;;
33;287.4;64.3;35.3;25.8;21.3;244.4;54.8;30;22;18.1
;;;;;;;;;;
34;296.4;66.4;36.5;26.7;22.1;251.8;56.4;31;22.7;18.8
;;;;;;;;;;
35;305.8;68.6;37.7;27.7;23;259.1;58.2;32;23.4;19.4
;;;;;;;;;;
36;315.4;70.8;38.9;28.7;23.8;266.7;59.9;32.9;24.2;20
;;;;;;;;;;
37;325.2;73;40.2;29.7;24.8;274.3;61.6;34;25;20.7
;;;;;;;;;;
38;335.2;75.4;41.6;30.8;25.8;282;63.4;35;25.7;21.4
;;;;;;;;;;
39;345.4;77.8;43;31.9;26.9;289.8;65.2;36.1;26.6;22.1
;;;;;;;;;;
40;355.9;80.2;44.5;33.1;28;297.7;67.1;37.1;27.4;22.9
;;;;;;;;;;
41;366.4;82.7;46;34.4;29.2;305.6;68.9;38.2;28.3;23.6
;;;;;;;;;;
42;377;85.3;47.6;35.7;30.4;313.6;70.9;39.3;29.1;24.5
;;;;;;;;;;
43;387.7;87.9;49.2;37;31.6;321.7;72.8;40.5;30.1;25.3
;;;;;;;;;;
44;398.4;90.5;50.9;38.3;33;329.7;74.7;41.6;31;26.1
;;;;;;;;;;
45;409.3;93.2;52.5;39.8;34.4;337.7;76.6;42.8;31.9;27
;;;;;;;;;;
46;420;95.9;54.3;41.4;35.9;345.8;78.5;43.9;32.8;27.8
;;;;;;;;;;
47;430.8;98.6;56.1;43;37.5;353.9;80.5;45.1;33.8;28.8
;;;;;;;;;;
48;441.4;101.4;57.9;44.5;39.1;361.9;82.4;46.3;34.8;29.7
;;;;;;;;;;
49;451.9;104.1;59.8;46.3;40.9;370;84.4;47.5;35.8;30.8
;;;;;;;;;;
50;462.3;106.9;61.6;47.9;42.7;378.1;86.3;48.7;36.9;31.8
;;;;;;;;;;
51;472.5;109.7;63.6;49.8;;386.3;88.4;50;38;
;;;;;;;;;;
52;482.6;112.4;65.5;51.6;;394.5;90.4;51.3;39.2;
;;;;;;;;;;
53;492.4;115.1;67.5;53.5;;402.8;92.5;52.7;40.4;
;;;;;;;;;;
54;502;117.9;69.5;55.5;;411.1;94.6;54.2;41.8;
;;;;;;;;;;
55;511.4;120.6;71.6;57.6;;419.4;96.8;55.6;43.2;
;;;;;;;;;;
56;520.5;123.3;73.6;;;427.8;99;57.2;;
;;;;;;;;;;
57;529.3;125.9;75.8;;;436.1;101.3;58.8;;
;;;;;;;;;;
58;537.9;128.7;78;;;444.4;103.6;60.5;;
;;;;;;;;;;
59;546.3;131.3;80.3;;;452.6;105.9;62.3;;
;;;;;;;;;;
60;554.5;134.1;82.8;;;460.8;108.2;64.2;;
;;;;;;;;;;
