10;1;54;1689
10;1;55;1689
10;2;0;1815
10;2;1;1815
10;2;2;1814
10;2;3;1814
10;2;4;1813
10;2;5;1812
10;2;6;1811
10;2;7;1811
10;2;8;1810
10;2;9;1809
10;2;10;1808
10;2;11;1807
10;2;12;1806
10;2;13;1805
10;2;14;1804
10;2;15;1803
10;2;16;1802
10;2;17;1801
10;2;18;1800
10;2;19;1799
10;2;20;1798
10;2;21;1797
10;2;22;1796
10;2;23;1795
10;2;24;1793
10;2;25;1792
10;2;26;1791
10;2;27;1790
10;2;28;1788
10;2;29;1787
10;2;30;1785
10;2;31;1784
10;2;32;1782
10;2;33;1781
10;2;34;1779
10;2;35;1778
10;2;36;1776
10;2;37;1775
10;2;38;1773
10;2;39;1771
10;2;40;1770
10;2;41;1768
10;2;42;1766
10;2;43;1765
10;2;44;1763
10;2;45;1761
10;2;46;1760
10;2;47;1758
10;2;48;1757
10;2;49;1755
10;2;50;1754
10;2;51;1753
10;2;52;1752
10;2;53;1751
10;2;54;1751
10;2;55;1751
